web-scraper-order,web-scraper-start-url,laptop_link,laptop_link-href,etat,marque,couleur,processeur ,RAM,stockage,prix
1737994146-266,https://www.expat-dakar.com/ordinateurs?page=71,"HP core i7 7th ssd 256g ram 8g
                                VenantHP
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        30. déc. '24, 12:29
                                    
                    95 000 F Cfa
                        
                        776661568",https://www.expat-dakar.com/annonce/hp-core-i7-7th-ssd-256g-ram-8g-6244524,Venant,HP,Gris,i5,16.0,512.0,95 000 F Cfa
1737994148-267,https://www.expat-dakar.com/ordinateurs?page=71,"HP probook 450 g9 i7 12th 32go ram
                                NeufHP
                                                                                    Derkle,
                                                                                Dakar
                                    
                                        30. déc. '24, 15:27
                                    
                    490 000 F Cfa
                        
                        779077949
                    
                        769455248",https://www.expat-dakar.com/annonce/hp-probook-450-g9-i7-12th-32go-ram-6244665,Neuf,HP,Gris,Core i7,32.0,512.0,490 000 F Cfa
1737994150-268,https://www.expat-dakar.com/ordinateurs?page=71,"✅Dell- i5.8th Gen- Ecran Tactile - 14 Pouces
                                VenantDell
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        30. déc. '24, 15:48
                                    
                    200 000 F Cfa
                        
                        779665156
                    
                        775131165
                    
                        338247406",https://www.expat-dakar.com/annonce/dell-i58th-gen-ecran-tactile-14-pouces-6194858,Venant,Dell,NOIR  ✅,CORE i5 ✅,8.0,512.0,200 000 F Cfa
1737994153-269,https://www.expat-dakar.com/ordinateurs?page=71,"MSI Modern 15H - I9 13th | 32GB RAM | 1 Téra
                                VenantMSI
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        30. déc. '24, 15:53
                                    
                    600 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/msi-modern-15h-i9-13th-32gb-ram-1-tera-6165454,Venant,MSI,Noir,I9 13th,32.0,1024.0,600 000 F Cfa
1737994157-270,https://www.expat-dakar.com/ordinateurs?page=70,"HP ProBook 460 G11 16"" - Intel Core Ultra 7
                                NeufHP
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        30. déc. '24, 16:03
                                    
                    650 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/hp-probook-460-g11-16-intel-core-ultra-7-6235500,Neuf,HP,GRISS,ULTRA 7,16.0,512.0,650 000 F Cfa
1737994160-271,https://www.expat-dakar.com/ordinateurs?page=70,"HP ELITEBOOK 630 G 9 2022
                                NeufHP
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        30. déc. '24, 16:13
                                    
                    325 000 F Cfa
                        
                        784043388",https://www.expat-dakar.com/annonce/hp-elitebook-630-g-9-2022-6244689,Neuf,HP,Gris,i5,16.0,512.0,325 000 F Cfa
1737994162-272,https://www.expat-dakar.com/ordinateurs?page=70,"HP PRODESK CORE i5
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        30. déc. '24, 16:13
                                    
                                            Vendeur vérifié
                                        
                    75 000 F Cfa
                        
                        778254000
                    
                        777779191
                    
                        338221257",https://www.expat-dakar.com/annonce/hp-prodesk-core-i5-5666863,Venant,HP,NOIR,cor i5,8.0,500.0,75 000 F Cfa
1737994165-273,https://www.expat-dakar.com/ordinateurs?page=70,"MEGA PROMO LENOVO THINKPAD L14 GEN 2
                                NeufLenovo
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        30. déc. '24, 16:19
                                    
                    190 000 F Cfa
                        
                        784043388",https://www.expat-dakar.com/annonce/mega-promo-lenovo-thinkpad-l14-gen-2-6244692,Neuf,Lenovo,Gris,i5,16.0,512.0,190 000 F Cfa
1737994167-274,https://www.expat-dakar.com/ordinateurs?page=70,"Portable Toshiba i5
                                VenantToshiba
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        30. déc. '24, 21:09
                                    
                    110 000 F Cfa
                        
                        768437077",https://www.expat-dakar.com/annonce/portable-toshiba-i5-6244794,Venant,Toshiba,Grise,I5,8.0,128.0,110 000 F Cfa
1737994170-275,https://www.expat-dakar.com/ordinateurs?page=70,"MacBook pro touch bar2020 Ram 32Go core i7 ssd 2tera
                                VenantApple
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        30. déc. '24, 23:25
                                    
                    700 000 F Cfa
                        
                        785329088",https://www.expat-dakar.com/annonce/macbook-pro-touch-bar2020-ram-32go-core-i7-ssd-2tera-6244845,Venant,Apple,Gris,Cor i7,32.0,2048.0,700 000 F Cfa
1737994172-276,https://www.expat-dakar.com/ordinateurs?page=70,"Promo décembre MacBook pro et air
                                VenantApple
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        30. déc. '24, 23:29
                                    
                    250 000 F Cfa
                        
                        785329088",https://www.expat-dakar.com/annonce/promo-decembre-macbook-pro-et-air-6244846,Venant,Apple,Gris,I5,8.0,512.0,250 000 F Cfa
1737994174-277,https://www.expat-dakar.com/ordinateurs?page=70,"Promo décembreMacBook pro Retina et air 2015
                                VenantApple
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        30. déc. '24, 23:33
                                    
                    200 000 F Cfa
                        
                        785329088",https://www.expat-dakar.com/annonce/promo-decembremacbook-pro-retina-et-air-2015-6244847,Venant,Apple,Gris,I5,8.0,128.0,200 000 F Cfa
1737994177-278,https://www.expat-dakar.com/ordinateurs?page=70,"Promo décembreHuawei Honor 10th génération
                                VenantAutre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        30. déc. '24, 23:38
                                    
                    300 000 F Cfa
                        
                        785329088",https://www.expat-dakar.com/annonce/promo-decembrehuawei-honor-10th-generation-6244848,Venant,Autre,Gris,I5,8.0,256.0,300 000 F Cfa
1737994182-279,https://www.expat-dakar.com/ordinateurs?page=69,"Promo  Lenovo L14 12th génération core i7 Ram 32Go ssd 512Go
                                VenantLenovo
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        31. déc. '24, 00:15
                                    
                    400 000 F Cfa
                        
                        785329088",https://www.expat-dakar.com/annonce/promo-lenovo-l14-12th-generation-core-i7-ram-32go-ssd-512go-6244854,Venant,Lenovo,Gris,i5,32.0,512.0,400 000 F Cfa
1737994184-280,https://www.expat-dakar.com/ordinateurs?page=69,"Lenovo p50s core i7 Ram 16Go ssd 256Go
                                VenantLenovo
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        31. déc. '24, 00:21
                                    
                    330 000 F Cfa
                        
                        785329088",https://www.expat-dakar.com/annonce/lenovo-p50s-core-i7-ram-16go-ssd-256go-6244857,Venant,Lenovo,Gris,Core i7,16.0,256.0,330 000 F Cfa
1737994186-281,https://www.expat-dakar.com/ordinateurs?page=69,"Écran pc HP 24 pouces full HD hdmi
                                VenantHP
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        31. déc. '24, 11:11
                                    
                    85 000 F Cfa
                        
                        776661568",https://www.expat-dakar.com/annonce/ecran-pc-hp-24-pouces-full-hd-hdmi-6245147,Venant,HP,Gris,i5,16.0,512.0,85 000 F Cfa
1737994189-282,https://www.expat-dakar.com/ordinateurs?page=69,"Dell core i5 disc ssd 128g ram 8g
                                VenantDell
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        31. déc. '24, 11:16
                                    
                    55 000 F Cfa
                        
                        776661568",https://www.expat-dakar.com/annonce/dell-core-i5-disc-ssd-128g-ram-8g-6245149,Venant,Dell,Gris,i5,16.0,512.0,55 000 F Cfa
1737994191-283,https://www.expat-dakar.com/ordinateurs?page=69,"Hp prodesk i7 22pouces
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        31. déc. '24, 11:50
                                    
                    169 999 F Cfa
                        
                        772930982
                    
                        772930982
                    
                        772775030",https://www.expat-dakar.com/annonce/hp-prodesk-i7-22pouces-6170739,Venant,HP,Gris,i5,8.0,500.0,169 999 F Cfa
1737994194-284,https://www.expat-dakar.com/ordinateurs?page=69,"Hp Probook 640 G5 8e Generation
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        31. déc. '24, 11:51
                                    
                    230 000 F Cfa
                        
                        772930982
                    
                        772930982
                    
                        772775030",https://www.expat-dakar.com/annonce/hp-probook-640-g5-8e-generation-6170748,Venant,HP,Gris,i5,16.0,512.0,230 000 F Cfa
1737994196-285,https://www.expat-dakar.com/ordinateurs?page=69,"Microsoft surface pro Elite x
                                NeufMicrosoft Surface
                                                                                    Médina,
                                                                                Dakar
                                    
                                        31. déc. '24, 12:12
                                    
                    875 000 F Cfa
                        
                        774038651",https://www.expat-dakar.com/annonce/microsoft-surface-pro-elite-x-6245173,Neuf,Microsoft Surface,Noire,Snapdragon Pro Élite x,16.0,512.0,875 000 F Cfa
1737994198-286,https://www.expat-dakar.com/ordinateurs?page=69,"Vente MacBook Pro M3 Max
                                VenantApple
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        31. déc. '24, 12:16
                                    
                    2 300 000 F Cfa
                        
                        775155657
                    
                        776264848
                    
                        338425247",https://www.expat-dakar.com/annonce/vente-macbook-pro-m3-max-6245182,Venant,Apple,Gris,M3 Max,32.0,1024.0,2 300 000 F Cfa
1737994201-287,https://www.expat-dakar.com/ordinateurs?page=69,"HP ZBook Firefly 15 G7 - I7 10th | 16GB RAM | 512
                                VenantHP
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        31. déc. '24, 15:06
                                    
                    410 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/hp-zbook-firefly-15-g7-i7-10th-16gb-ram-512-6210384,Venant,HP,Gris,I7 10th,16.0,512.0,410 000 F Cfa
1737994206-288,https://www.expat-dakar.com/ordinateurs?page=68,"MacBook Pro M1 14 Pouce ( 2021 )
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        31. déc. '24, 19:47
                                    
                    825 000 F Cfa
                        
                        775716639",https://www.expat-dakar.com/annonce/macbook-pro-m1-14-pouce-2021-6245374,Neuf,Apple,Gris Sidéral,Puce : Apple M1 Pro,16.0,1024.0,825 000 F Cfa
1737994208-289,https://www.expat-dakar.com/ordinateurs?page=68,"Samsung Galaxy Tab S8 scelle
                                NeufSamsung
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        31. déc. '24, 19:54
                                    
                    250 000 F Cfa
                        
                        776356194
                    
                        776356194",https://www.expat-dakar.com/annonce/samsung-galaxy-tab-s8-scelle-6231311,Neuf,Samsung,Black,i5,8.0,512.0,250 000 F Cfa
1737994210-290,https://www.expat-dakar.com/ordinateurs?page=68,"Mac Book Air M1
                                NeufApple
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        31. déc. '24, 22:25
                                    
                    290 000 F Cfa
                        
                        776356194
                    
                        776356194",https://www.expat-dakar.com/annonce/mac-book-air-m1-6217210,Neuf,Apple,Gris,M1,8.0,512.0,290 000 F Cfa
1737994213-291,https://www.expat-dakar.com/ordinateurs?page=68,"Macbook pro 2019 16 4Go graphique
                                VenantApple
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        1. janv., 15:22
                                    
                    400 000 F Cfa
                        
                        774608787",https://www.expat-dakar.com/annonce/macbook-pro-2019-16-4go-graphique-6245627,Venant,Apple,Gris,Core i7,16.0,512.0,400 000 F Cfa
1737994215-292,https://www.expat-dakar.com/ordinateurs?page=68,"HP Probook 450 G7 Cor i5 10ème Gén
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        2. janv., 09:10
                                    
                    250 000 F Cfa
                        
                        776088787",https://www.expat-dakar.com/annonce/hp-probook-450-g7-cor-i5-10eme-gen-6235910,Neuf,HP,GRISE,i5,16.0,512.0,250 000 F Cfa
1737994217-293,https://www.expat-dakar.com/ordinateurs?page=68,"DELL Précision 5540 Cor i7 ""GAMER""
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        2. janv., 09:21
                                    
                    350 000 F Cfa
                        
                        776088787",https://www.expat-dakar.com/annonce/dell-precision-5540-cor-i7-gamer-6245888,Neuf,Dell,GRISE,i7,32.0,512.0,350 000 F Cfa
1737994220-294,https://www.expat-dakar.com/ordinateurs?page=68,"HP PROBOOK 360 11 G5 EE
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        2. janv., 09:53
                                    
                                            Vendeur vérifié
                                        
                    90 000 F Cfa
                        
                        770939191
                    
                        338420531",https://www.expat-dakar.com/annonce/hp-probook-360-11-g5-ee-6230843,Venant,HP,gris,DUAL CORE,4.0,512.0,90 000 F Cfa
1737994222-295,https://www.expat-dakar.com/ordinateurs?page=68,"Promo☄️Hp EliteBook 840 Corei5 Ram8 ssd 256
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        2. janv., 10:28
                                    
                    150 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/promohp-elitebook-840-corei5-ram8-ssd-256-6245943,Neuf,HP,Grise,Corei5,8.0,256.0,150 000 F Cfa
1737994225-296,https://www.expat-dakar.com/ordinateurs?page=68,"Msi Gamer Corei7 1To ssd Ram32 Rtx 8Giga dédié
                                NeufMSI
                                                                                    Médina,
                                                                                Dakar
                                    
                                        2. janv., 10:32
                                    
                    500 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/msi-gamer-corei7-1to-ssd-ram32-rtx-8giga-dedie-6245949,Neuf,MSI,Noire,Corei7,32.0,1024.0,500 000 F Cfa
1737994230-297,https://www.expat-dakar.com/ordinateurs?page=67,"Hp EliteBook 840 G11 ultra7 512/16
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        2. janv., 10:46
                                    
                    750 000 F Cfa
                        
                        772469375
                    
                        338428630",https://www.expat-dakar.com/annonce/hp-elitebook-840-g11-ultra7-51216-6245959,Neuf,HP,Gris,Ultra7,16.0,512.0,750 000 F Cfa
1737994232-298,https://www.expat-dakar.com/ordinateurs?page=67,"Dell core i7 disc ssd 256g ram 8g
                                VenantDell
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        2. janv., 11:11
                                    
                    95 000 F Cfa
                        
                        776661568",https://www.expat-dakar.com/annonce/dell-core-i7-disc-ssd-256g-ram-8g-6245996,Venant,Dell,Gris,i5,16.0,512.0,95 000 F Cfa
1737994235-299,https://www.expat-dakar.com/ordinateurs?page=67,"MacBook Air m2 13.3 pouces
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        2. janv., 14:05
                                    
                    590 000 F Cfa
                        
                        774479547
                    
                        774479547",https://www.expat-dakar.com/annonce/macbook-air-m2-133-pouces-6079617,Neuf,Apple,Bleu,M2,8.0,512.0,590 000 F Cfa
1737994237-300,https://www.expat-dakar.com/ordinateurs?page=67,"Microsoft Surface Laptop 4 I5/8GO/512SSD
                                NeufMicrosoft Surface
                                                                                    Médina,
                                                                                Dakar
                                    
                                        2. janv., 14:16
                                    
                    325 000 F Cfa
                        
                        775350110",https://www.expat-dakar.com/annonce/microsoft-surface-laptop-4-i58go512ssd-6231100,Neuf,Microsoft Surface,GRIS,I5,8.0,512.0,325 000 F Cfa
1737994240-301,https://www.expat-dakar.com/ordinateurs?page=67,"Dell vostro i3 7th generation
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        2. janv., 14:26
                                    
                    130 000 F Cfa
                        
                        774128120
                    
                        763360597",https://www.expat-dakar.com/annonce/dell-vostro-i3-7th-generation-6246133,Venant,Dell,Noir,I3,8.0,1000.0,130 000 F Cfa
1737994250-302,https://www.expat-dakar.com/ordinateurs?page=67,"HP envy X360
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. janv., 15:03
                                    
                    490 000 F Cfa
                        
                        781459921
                    
                        781459921",https://www.expat-dakar.com/annonce/hp-envy-x360-6246153,Neuf,HP,Gris,i5,8.0,512.0,490 000 F Cfa
1737994252-303,https://www.expat-dakar.com/ordinateurs?page=67,"✅ Hp -NVIDIA- i5- 256Go Ssd + 1To Hdd-
                                D'occasionHP
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        2. janv., 16:16
                                    
                    200 000 F Cfa
                        
                        779665156
                    
                        775131165
                    
                        338247406",https://www.expat-dakar.com/annonce/hp-nvidia-i5-256go-ssd-1to-hdd-6240081,D'occasion,HP,GRIS  ✅,CORE i5 ✅,8.0,512.0,200 000 F Cfa
1737994255-304,https://www.expat-dakar.com/ordinateurs?page=67,"Hp Elite DragonFly i7 2024
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. janv., 18:14
                                    
                    420 000 F Cfa
                        
                        784651156
                    
                        784651156",https://www.expat-dakar.com/annonce/hp-elite-dragonfly-i7-2024-6246256,Neuf,HP,Bleu,i7,16.0,512.0,420 000 F Cfa
1737994257-305,https://www.expat-dakar.com/ordinateurs?page=67,"Acer Swift 3 i7 2023
                                NeufAcer
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. janv., 18:20
                                    
                    280 000 F Cfa
                        
                        784651156
                    
                        784651156",https://www.expat-dakar.com/annonce/acer-swift-3-i7-2023-6246268,Neuf,Acer,Grise,i7,16.0,512.0,280 000 F Cfa
1737994262-306,https://www.expat-dakar.com/ordinateurs?page=66,"Dell latitude 5440 2024
                                NeufDell
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. janv., 18:40
                                    
                    350 000 F Cfa
                        
                        784651156
                    
                        784651156",https://www.expat-dakar.com/annonce/dell-latitude-5440-2024-6246280,Neuf,Dell,Grise,I5,16.0,512.0,350 000 F Cfa
1737994265-307,https://www.expat-dakar.com/ordinateurs?page=66,"Lenovo ThinkPad L15 Core i5 16Go Ram 1To SSD
                                VenantLenovo
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        3. janv., 01:44
                                    
                    160 000 F Cfa
                        
                        778797310",https://www.expat-dakar.com/annonce/lenovo-thinkpad-l15-core-i5-16go-ram-1to-ssd-6246401,Venant,Lenovo,Gris,Intel Core i5,16.0,1000.0,160 000 F Cfa
1737994267-308,https://www.expat-dakar.com/ordinateurs?page=66,"HP 15S AMD Ryzen 3 8GB Ram 256GB Ssd
                                VenantHP
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        3. janv., 02:00
                                    
                    90 000 F Cfa
                        
                        778797310",https://www.expat-dakar.com/annonce/hp-15s-amd-ryzen-3-8gb-ram-256gb-ssd-6246405,Venant,HP,Gris,AMD Ryzen 3,8.0,256.0,90 000 F Cfa
1737994270-309,https://www.expat-dakar.com/ordinateurs?page=66,"Hp 640 G9 /i7 /16G/512/12th Gen
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        3. janv., 10:40
                                    
                    500 000 F Cfa
                        
                        770767272
                    
                        338225777",https://www.expat-dakar.com/annonce/hp-640-g9-i7-16g51212th-gen-6206296,Neuf,HP,Gris,"1,80Ghz",16.0,512.0,500 000 F Cfa
1737994272-310,https://www.expat-dakar.com/ordinateurs?page=66,"Lenovo ideapad 3 ryzen 7 /12Go/512ssd
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        3. janv., 12:22
                                    
                    350 000 F Cfa
                        
                        775350110",https://www.expat-dakar.com/annonce/lenovo-ideapad-3-ryzen-7-12go512ssd-6043688,Neuf,Lenovo,BLUE,Ryzen 7,12.0,512.0,350 000 F Cfa
1737994275-311,https://www.expat-dakar.com/ordinateurs?page=66,"Pc gamer
                                VenantAutre
                                                                                    Médina,
                                                                                Dakar
                                    
                                        3. janv., 15:06
                                    
                    1 300 000 F Cfa
                        
                        779763820",https://www.expat-dakar.com/annonce/pc-gamer-6246966,Venant,Autre,Gris,i5,16.0,512.0,1 300 000 F Cfa
1737994277-312,https://www.expat-dakar.com/ordinateurs?page=66,"GAMER, PC, ORDINATEUR
                                VenantDell
                                                                                    Derkle,
                                                                                Dakar
                                    
                                        3. janv., 17:03
                                    
                    270 000 F Cfa
                        
                        775008112
                    
                        781888117
                    
                        338271815",https://www.expat-dakar.com/annonce/gamer-pc-ordinateur-6198741,Venant,Dell,noir,core i5,32.0,512.0,270 000 F Cfa
1737994279-313,https://www.expat-dakar.com/ordinateurs?page=66,"Hp elitebook 840 g3
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        3. janv., 21:33
                                    
                    155 000 F Cfa
                        
                        774128120
                    
                        763360597",https://www.expat-dakar.com/annonce/hp-elitebook-840-g3-6247158,Venant,HP,Gris,I5,8.0,512.0,155 000 F Cfa
1737994282-314,https://www.expat-dakar.com/ordinateurs?page=66,"Lenovo t480s i7
                                VenantLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        3. janv., 21:50
                                    
                    220 000 F Cfa
                        
                        774128120
                    
                        763360597",https://www.expat-dakar.com/annonce/lenovo-t480s-i7-6247160,Venant,Lenovo,Noir,I7,8.0,512.0,220 000 F Cfa
1737994287-315,https://www.expat-dakar.com/ordinateurs?page=65,"MacBook Air 2020 M1
                                NeufApple
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        3. janv., 23:37
                                    
                                            Vendeur vérifié
                                        
                    415 000 F Cfa
                        
                        771693762",https://www.expat-dakar.com/annonce/macbook-air-2020-m1-6247177,Neuf,Apple,Rose,M1,8.0,512.0,415 000 F Cfa
1737994289-316,https://www.expat-dakar.com/ordinateurs?page=65,"Surface Pro 11
                                NeufMicrosoft Surface
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        3. janv., 23:39
                                    
                                            Vendeur vérifié
                                        
                    950 000 F Cfa
                        
                        771693762",https://www.expat-dakar.com/annonce/surface-pro-11-6247178,Neuf,Microsoft Surface,Blan,X plus,16.0,512.0,950 000 F Cfa
1737994292-317,https://www.expat-dakar.com/ordinateurs?page=65,"Surface Pro 7 plus
                                NeufMicrosoft Surface
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        3. janv., 23:41
                                    
                                            Vendeur vérifié
                                        
                    260 000 F Cfa
                        
                        771693762",https://www.expat-dakar.com/annonce/surface-pro-7-plus-6247179,Neuf,Microsoft Surface,Gris,I5,8.0,512.0,260 000 F Cfa
1737994294-318,https://www.expat-dakar.com/ordinateurs?page=65,"MacBook Air M1 2020 256 giga ram8
                                VenantApple
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        4. janv., 11:08
                                    
                    280 000 F Cfa
                        
                        779899967",https://www.expat-dakar.com/annonce/macbook-air-m1-2020-256-giga-ram8-6247201,Venant,Apple,Gris,M1,8.0,512.0,280 000 F Cfa
1737994297-319,https://www.expat-dakar.com/ordinateurs?page=65,"Dell Latitude 3520 - I7 11th | 16GB RAM | 512
                                VenantDell
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        4. janv., 12:21
                                    
                    310 000 F Cfa
                        
                        779096699
                    
                        775706666",https://www.expat-dakar.com/annonce/dell-latitude-3520-i7-11th-16gb-ram-512-6206289,Venant,Dell,Noir,I7 11th,16.0,512.0,310 000 F Cfa
1737994299-320,https://www.expat-dakar.com/ordinateurs?page=65,"MacBook Pro 16 pouces i 7 ram 16 disk 512
                                VenantApple
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        4. janv., 12:30
                                    
                    445 000 F Cfa
                        
                        785430979
                    
                        786638546",https://www.expat-dakar.com/annonce/macbook-pro-16-pouces-i-7-ram-16-disk-512-6247505,Venant,Apple,Sliveur,Icor7,16.0,512.0,445 000 F Cfa
1737994301-321,https://www.expat-dakar.com/ordinateurs?page=65,"MacBook Pro 13 pouces Icor 5  ram 8 disk 256 Touch Bar
                                VenantApple
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        4. janv., 12:38
                                    
                    315 000 F Cfa
                        
                        785430979
                    
                        786638546",https://www.expat-dakar.com/annonce/macbook-pro-13-pouces-icor-5-ram-8-disk-256-touch-bar-6247510,Venant,Apple,Gris,Icor 5,8.0,512.0,315 000 F Cfa
1737994304-322,https://www.expat-dakar.com/ordinateurs?page=65,"Mac Book Puce M2 Pro ssd 1 Tera Ram 16 Gb
                                NeufApple
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        4. janv., 14:53
                                    
                    775 000 F Cfa
                        
                        776356194
                    
                        776356194",https://www.expat-dakar.com/annonce/mac-book-puce-m2-pro-ssd-1-tera-ram-16-gb-6245404,Neuf,Apple,Gris,M2 Pro,16.0,512.0,775 000 F Cfa
1737994306-323,https://www.expat-dakar.com/ordinateurs?page=65,"Mac Book Air Puce M2 Azerty ssd 512 Gb
                                NeufApple
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        4. janv., 14:57
                                    
                    575 000 F Cfa
                        
                        776356194
                    
                        776356194",https://www.expat-dakar.com/annonce/mac-book-air-puce-m2-azerty-ssd-512-gb-6245264,Neuf,Apple,Gris,M2,8.0,512.0,575 000 F Cfa
1737994312-324,https://www.expat-dakar.com/ordinateurs?page=64,"Hp probook 635 aero g7
                                VenantHP
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        4. janv., 15:52
                                    
                    195 000 F Cfa
                        
                        774697420
                    
                        774697420",https://www.expat-dakar.com/annonce/hp-probook-635-aero-g7-6243136,Venant,HP,Gris,i5,16.0,256.0,195 000 F Cfa
1737994314-325,https://www.expat-dakar.com/ordinateurs?page=64,"iMac M1 24 pouces scellé
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        5. janv., 04:31
                                    
                    850 000 F Cfa
                        
                        774479547
                    
                        774479547",https://www.expat-dakar.com/annonce/imac-m1-24-pouces-scelle-6247818,Neuf,Apple,Bleu,M1,8.0,512.0,850 000 F Cfa
1737994316-326,https://www.expat-dakar.com/ordinateurs?page=64,"MacBook Air M3 13.6 pouy
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        5. janv., 04:38
                                    
                    600 000 F Cfa
                        
                        774479547
                    
                        774479547",https://www.expat-dakar.com/annonce/macbook-air-m3-136-pouy-6247819,Neuf,Apple,Bleu,M3,8.0,512.0,600 000 F Cfa
1737994319-327,https://www.expat-dakar.com/ordinateurs?page=64,"HP 250 G8 i3-1005G1
                                D'occasionHP
                                                                                    Fass,
                                                                                Dakar
                                    
                                        5. janv., 11:57
                                    
                    275 000 F Cfa
                        
                        787344552",https://www.expat-dakar.com/annonce/hp-250-g8-i3-1005g1-6247788,D'occasion,HP,Noir,i3-1005G1,32.0,512.0,275 000 F Cfa
1737994322-328,https://www.expat-dakar.com/ordinateurs?page=64,"HP Victus 15-FB2082wm AMD Ryzen 5
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        5. janv., 11:59
                                    
                    650 000 F Cfa
                        
                        775522638",https://www.expat-dakar.com/annonce/hp-victus-15-fb2082wm-amd-ryzen-5-6247792,Neuf,HP,Silver,"HP Victus 15-FB2082wm AMD Ryzen 5-8645HS, NVIDIA GeForce 6GB RTX 4050 Graphics, 8GB RAM DDR5, 2TB SSD, 15.6” FHD IPS 144Hz Display, Windows 11 Home, Mica Silver",8.0,2048.0,650 000 F Cfa
