web-scraper-order,web-scraper-start-url,laptop_link,laptop_link-href,etat,marque,couleur,processeur ,RAM,stockage,prix
"1737994621-436","https://www.expat-dakar.com/ordinateurs?page=52","MACBOOK PRO 2018 / I5 /RAM 8 GO /512 GO
                                VenantApple
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        10. janv., 15:18
                                    
                                            Vendeur vérifié
                                        
                    320 000 F Cfa
                        
                        772637272
                    
                        768395959
                    
                        772637272","https://www.expat-dakar.com/annonce/macbook-pro-2018-i5-ram-8-go-512-go-6252606","Venant","Apple","GRIS","I5","8 GO","512 GO","320 000 F Cfa"
"1737994624-437","https://www.expat-dakar.com/ordinateurs?page=52","HP prodesk complet corei5/i3/i7
                                VenantHP
                                                                                    Gibraltar,
                                                                                Dakar
                                    
                                        10. janv., 17:11
                                    
                    90 000 F Cfa
                        
                        775398139","https://www.expat-dakar.com/annonce/hp-prodesk-complet-corei5i3i7-5441750","Venant","HP","","corei5/i7","","500 go","90 000 F Cfa"
"1737994626-438","https://www.expat-dakar.com/ordinateurs?page=52","HP EliteBook 840/745 8th gen
                                NeufHP
                                                                                    Gibraltar,
                                                                                Dakar
                                    
                                        10. janv., 17:17
                                    
                    180 000 F Cfa
                        
                        775398139","https://www.expat-dakar.com/annonce/hp-elitebook-840745-8th-gen-4076883","Neuf","HP","gris sideral","Corei5","8gb/16gb","256go","180 000 F Cfa"
"1737994629-439","https://www.expat-dakar.com/ordinateurs?page=52","MACBOOK PRO 2017 /I5 / RAM 8GO/128GO
                                VenantApple
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        10. janv., 18:16
                                    
                                            Vendeur vérifié
                                        
                    250 000 F Cfa
                        
                        772637272
                    
                        768395959
                    
                        772637272","https://www.expat-dakar.com/annonce/macbook-pro-2017-i5-ram-8go128go-6252623","Venant","Apple","GRIS","I5","8 GO","128 GO","250 000 F Cfa"
"1737994631-440","https://www.expat-dakar.com/ordinateurs?page=52","HP PROBOOK X360 435 G7
                                VenantHP
                                                                                    Derkle,
                                                                                Dakar
                                    
                                        10. janv., 18:53
                                    
            220 000 F Cfa
        
                    230 000 F Cfa
                        
            Économisez 4.3%
        
                        778804970
                    
                        787908654","https://www.expat-dakar.com/annonce/hp-probook-x360-435-g7-6231170","Venant","HP","Gris","AMD RYZEN 7 PRO","16","512","220 000 F Cfa"
"1737994636-441","https://www.expat-dakar.com/ordinateurs?page=51","Msi Katana 15 de 13 eme Génération Rtx 4050
                                NeufMSI
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        10. janv., 23:27
                                    
                    775 000 F Cfa
                        
                        776356194
                    
                        776356194","https://www.expat-dakar.com/annonce/msi-katana-15-de-13-eme-generation-rtx-4050-6151775","Neuf","MSI","Noire Mate","I7","16","1000","775 000 F Cfa"
"1737994638-442","https://www.expat-dakar.com/ordinateurs?page=51","Dell Précision 3590 Ultra 7 de 14 eme Génération Rtx
                                NeufDell
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        10. janv., 23:30
                                    
                    575 000 F Cfa
                        
                        776356194
                    
                        776356194","https://www.expat-dakar.com/annonce/dell-precision-3590-ultra-7-de-14-eme-generation-rtx-6252884","Neuf","Dell","Gris","Ultra 7","32","512","575 000 F Cfa"
"1737994641-443","https://www.expat-dakar.com/ordinateurs?page=51","Dell 7490 cor i7 de 8th gen
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. janv., 01:51
                                    
                    220 000 F Cfa
                        
                        772241985
                    
                        774836565","https://www.expat-dakar.com/annonce/dell-7490-cor-i7-de-8th-gen-6169803","Venant","Dell","Noir","Intel cor i7 avec 2.70ghz","16g DDR4","512ssd NvMe M2","220 000 F Cfa"
"1737994643-444","https://www.expat-dakar.com/ordinateurs?page=51","HP Elitebook MT45 Rayzen Pro
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. janv., 01:52
                                    
                    175 000 F Cfa
                        
                        772241985
                    
                        774836565","https://www.expat-dakar.com/annonce/hp-elitebook-mt45-rayzen-pro-6215115","Venant","HP","Alluminium","Rayzen Pro","8g","256ssd","175 000 F Cfa"
"1737994645-445","https://www.expat-dakar.com/ordinateurs?page=51","Lenovo Miix 520 2 in1
                                VenantLenovo
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        11. janv., 04:34
                                    
                    150 000 F Cfa
                        
                        774608787","https://www.expat-dakar.com/annonce/lenovo-miix-520-2-in1-6252945","Venant","Lenovo","","Core i5 8é génération","8Go","256Go SSD","150 000 F Cfa"
"1737994648-446","https://www.expat-dakar.com/ordinateurs?page=51","Msi Cyborg 15 Rtx 4060 8Go
                                VenantMSI
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        11. janv., 05:34
                                    
                    700 000 F Cfa
                        
                        774608787","https://www.expat-dakar.com/annonce/msi-cyborg-15-rtx-4060-8go-6252961","Venant","MSI","","Core i7 12é génération","16Go DDR5","512Go SSD","700 000 F Cfa"
"1737994650-447","https://www.expat-dakar.com/ordinateurs?page=51","Hp elitebook X360 Écran tactile full HD Ssd 512Go Ram 8Go
                                VenantHP
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        11. janv., 08:13
                                    
                    370 000 F Cfa
                        
                        785329088","https://www.expat-dakar.com/annonce/hp-elitebook-x360-ecran-tactile-full-hd-ssd-512go-ram-8go-6252903","Venant","HP","Gris","I5","8Go","Ssd 512Go","370 000 F Cfa"
"1737994652-448","https://www.expat-dakar.com/ordinateurs?page=51","Dell Precision 3591 Ultra 7 16th gen
                                NeufDell
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 09:15
                                    
                                            Vendeur vérifié
                                        
                    570 000 F Cfa
                        
                        771693762","https://www.expat-dakar.com/annonce/dell-precision-3591-ultra-7-16th-gen-6238990","Neuf","Dell","Gris","Ultra 7","32","512","570 000 F Cfa"
"1737994655-449","https://www.expat-dakar.com/ordinateurs?page=51","Dell Latitude 7450 Ultra 7
                                NeufDell
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 09:17
                                    
                                            Vendeur vérifié
                                        
                    550 000 F Cfa
                        
                        771693762","https://www.expat-dakar.com/annonce/dell-latitude-7450-ultra-7-6242875","Neuf","Dell","Gris","Ultra 7","16","512","550 000 F Cfa"
"1737994660-450","https://www.expat-dakar.com/ordinateurs?page=50","Lenovo Thinkpad X1 Carbon Gen 10 i7 12th
                                NeufLenovo
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 09:23
                                    
                                            Vendeur vérifié
                                        
                    450 000 F Cfa
                        
                        771693762","https://www.expat-dakar.com/annonce/lenovo-thinkpad-x1-carbon-gen-10-i7-12th-6229498","Neuf","Lenovo","Noir","I7","16","512","450 000 F Cfa"
"1737994662-451","https://www.expat-dakar.com/ordinateurs?page=50","Dell Latitute 7440 i7 13th gen
                                NeufDell
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 09:23
                                    
                                            Vendeur vérifié
                                        
                    425 000 F Cfa
                        
                        771693762","https://www.expat-dakar.com/annonce/dell-latitute-7440-i7-13th-gen-6228601","Neuf","Dell","Gris","I7","16","512","425 000 F Cfa"
"1737994665-452","https://www.expat-dakar.com/ordinateurs?page=50","HP Probook 650 G4 Cor i7 8ème Gén
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. janv., 09:50
                                    
                    185 000 F Cfa
                        
                        776088787","https://www.expat-dakar.com/annonce/hp-probook-650-g4-cor-i7-8eme-gen-6253101","Neuf","HP","GRISE","i7","16","256 et 500","185 000 F Cfa"
"1737994667-453","https://www.expat-dakar.com/ordinateurs?page=50","DELL Latitude 5490 Cor i5 8ème Gén
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. janv., 09:51
                                    
                    155 000 F Cfa
                        
                        776088787","https://www.expat-dakar.com/annonce/dell-latitude-5490-cor-i5-8eme-gen-6236618","Venant","Dell","NOIRE","i5","8","256","155 000 F Cfa"
"1737994669-454","https://www.expat-dakar.com/ordinateurs?page=50","""PROMO"" Lenovo T440 Cor i5
                                VenantLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. janv., 09:53
                                    
                    99 000 F Cfa
                        
                        776088787","https://www.expat-dakar.com/annonce/promo-lenovo-t440-cor-i5-6171420","Venant","Lenovo","noire","i5","8","500","99 000 F Cfa"
"1737994672-455","https://www.expat-dakar.com/ordinateurs?page=50","💻 Lenovo ThinkPad T480 💻 écran tactile
                                NeufLenovo
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 10:35
                                    
                    190 000 F Cfa
                        
                        774530863","https://www.expat-dakar.com/annonce/lenovo-thinkpad-t480-ecran-tactile-6253123","Neuf","Lenovo","Noir","I5","16","256","190 000 F Cfa"
"1737994674-456","https://www.expat-dakar.com/ordinateurs?page=50","💻 HP EliteBook 745 G6 - Performance et Élégance Réunies !
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 10:41
                                    
                    195 000 F Cfa
                        
                        774530863","https://www.expat-dakar.com/annonce/hp-elitebook-745-g6-performance-et-elegance-reunies-6253125","Neuf","HP","Gris","Ryzen","16","256","195 000 F Cfa"
"1737994676-457","https://www.expat-dakar.com/ordinateurs?page=50","Dell XPS 13 i7 512go ssd
                                NeufDell
                                                                                    Derkle,
                                                                                Dakar
                                    
                                        11. janv., 11:02
                                    
                    290 000 F Cfa
                        
                        779077949
                    
                        769455248","https://www.expat-dakar.com/annonce/dell-xps-13-i7-512go-ssd-6253138","Neuf","Dell","Gris","Core i7","8go","512go","290 000 F Cfa"
"1737994680-458","https://www.expat-dakar.com/ordinateurs?page=50","Dell latitude 5300 2in1 x360 yoga i5 8th génération
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. janv., 11:43
                                    
                    195 000 F Cfa
                        
                        774479547
                    
                        774479547","https://www.expat-dakar.com/annonce/dell-latitude-5300-2in1-x360-yoga-i5-8th-generation-6219720","Neuf","Dell","Noor","i5","8Go","256 SSD","195 000 F Cfa"
"1737994685-459","https://www.expat-dakar.com/ordinateurs?page=49","Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. janv., 12:17
                                    
                    150 000 F Cfa
                        
                        772469375
                    
                        338428630","https://www.expat-dakar.com/annonce/promohp-elitebook-840-corei5-256ssd-ram8-6253180","Neuf","HP","Grise","Corei5","8","256Giga ssd","150 000 F Cfa"
"1737994687-460","https://www.expat-dakar.com/ordinateurs?page=49","MacBook Pro 15 pouces TouchBar i7 16Go 512Go
                                NeufApple
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        11. janv., 12:45
                                    
                    350 000 F Cfa
                        
                        772341313
                    
                        777286523
                    
                        772341313","https://www.expat-dakar.com/annonce/macbook-pro-15-pouces-touchbar-i7-16go-512go-6213886","Neuf","Apple","Gris","Core i7","16Go","SSD 512Go","350 000 F Cfa"
"1737994690-461","https://www.expat-dakar.com/ordinateurs?page=49","HP Elitebook 640 G11 2024 32Go SSD 512Go Ryzen 7
                                NeufHP
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        11. janv., 12:45
                                    
                    499 997 F Cfa
                        
                        772341313
                    
                        777286523
                    
                        772341313","https://www.expat-dakar.com/annonce/hp-elitebook-640-g11-2024-32go-ssd-512go-ryzen-7-6186693","Neuf","HP","Gris","Ryzen 7 16 Processeurs 2024","32Go","SSD 512Go","499 997 F Cfa"
"1737994694-462","https://www.expat-dakar.com/ordinateurs?page=49","Dell INSPIRON 16"" 2024 i7 16Go 512Go x360 13th
                                NeufDell
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        11. janv., 12:50
                                    
                    525 000 F Cfa
                        
                        772341313
                    
                        777286523
                    
                        772341313","https://www.expat-dakar.com/annonce/dell-inspiron-16-2024-i7-16go-512go-x360-13th-6155564","Neuf","Dell","Gris","i7 13eme generation 2024","16Go","SSD 512Go","525 000 F Cfa"
"1737994696-463","https://www.expat-dakar.com/ordinateurs?page=49","Lenovo Legion 5 2024 i9 32go rtx 4060
                                NeufLenovo
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 13:46
                                    
                    1 300 000 F Cfa
                        
                        786320690
                    
                        338225122","https://www.expat-dakar.com/annonce/lenovo-legion-5-2024-i9-32go-rtx-4060-6253238","Neuf","Lenovo","Grey","i9-14900HX 24 cœurs","32 Go DDR5 5600 MHz","SSD 1 To GEN 4","1 300 000 F Cfa"
"1737994699-464","https://www.expat-dakar.com/ordinateurs?page=49","Ordinateur portable
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. janv., 17:26
                                    
                    160 000 F Cfa
                        
                        772635372","https://www.expat-dakar.com/annonce/ordinateur-portable-6253344","Venant","Dell","Noir","I5","8","256ssd","160 000 F Cfa"
"1737994701-465","https://www.expat-dakar.com/ordinateurs?page=49","Ordinateur pour caisse
                                NeufAutre
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        11. janv., 23:06
                                    
                    390 000 F Cfa
                        
                        775094678
                    
                        774525660
                    
                        782912002","https://www.expat-dakar.com/annonce/ordinateur-pour-caisse-6168254","Neuf","Autre","Noir et blanc","","8","128","390 000 F Cfa"
"1737994704-466","https://www.expat-dakar.com/ordinateurs?page=49","Microsoft Surface Laptop 5 Core i7 12e Gen
                                NeufMicrosoft Surface
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        12. janv., 00:33
                                    
                    500 000 F Cfa
                        
                        780126976
                    
                        778637676","https://www.expat-dakar.com/annonce/microsoft-surface-laptop-5-core-i7-12e-gen-6253486","Neuf","Microsoft Surface","Noir","Intel core i7 de 12e génération","16Go","512Go SSD","500 000 F Cfa"
"1737994707-467","https://www.expat-dakar.com/ordinateurs?page=49","Lenovo Thinkpad X1 Carbon Gen11 Core i7 13e Gen
                                NeufLenovo
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        12. janv., 00:54
                                    
                    790 000 F Cfa
                        
                        780126976
                    
                        778637676","https://www.expat-dakar.com/annonce/lenovo-thinkpad-x1-carbon-gen11-core-i7-13e-gen-6253489","Neuf","Lenovo","Noir","Intel core i7 13e génération","16Go","512Go SSD","790 000 F Cfa"
"1737994712-468","https://www.expat-dakar.com/ordinateurs?page=48","MacBook pro 2020 M1
                                VenantApple
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. janv., 09:00
                                    
                    460 000 F Cfa
                        
                        775227575","https://www.expat-dakar.com/annonce/macbook-pro-2020-m1-6253560","Venant","Apple","","M1","8","256","460 000 F Cfa"
"1737994714-469","https://www.expat-dakar.com/ordinateurs?page=48","HP Elitebook 840 G9
                                VenantHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. janv., 09:03
                                    
                    395 000 F Cfa
                        
                        775227575","https://www.expat-dakar.com/annonce/hp-elitebook-840-g9-6253561","Venant","HP","","I5 12th GEN","16","512","395 000 F Cfa"
"1737994716-470","https://www.expat-dakar.com/ordinateurs?page=48","Pc Gaming hp Victus
                                NeufHP
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        12. janv., 13:03
                                    
                    650 000 F Cfa
                        
                        769454291
                    
                        773742761
                    
                        778557676","https://www.expat-dakar.com/annonce/pc-gaming-hp-victus-6253630","Neuf","HP","","Core i7","16GB","512 Go","650 000 F Cfa"
"1737994719-471","https://www.expat-dakar.com/ordinateurs?page=48","HP PAVILION LAPTOP 15t CORE i7 de 11e Gen
                                NeufHP
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        12. janv., 15:55
                                    
                    380 000 F Cfa
                        
                        780126976
                    
                        778637676","https://www.expat-dakar.com/annonce/hp-pavilion-laptop-15t-core-i7-de-11e-gen-6253708","Neuf","HP","Gris","Intel Core i7 de 11e génération","32Go","1000Go SSD","380 000 F Cfa"
"1737994721-472","https://www.expat-dakar.com/ordinateurs?page=48","Lenovo ThinkPad E16 Gen 1 - I7 13th | 16GB RAM | 512
                                VenantLenovo
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        12. janv., 15:55
                                    
                    410 000 F Cfa
                        
                        779096699
                    
                        775706666","https://www.expat-dakar.com/annonce/lenovo-thinkpad-e16-gen-1-i7-13th-16gb-ram-512-6190618","Venant","Lenovo","Noir","I7 13th","16","512","410 000 F Cfa"
"1737994723-473","https://www.expat-dakar.com/ordinateurs?page=48","MacBook Pro 2023 14 Pouces - M2 Pro | 16GB RAM | 512
                                VenantApple
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        12. janv., 16:13
                                    
                    910 000 F Cfa
                        
                        779096699
                    
                        775706666","https://www.expat-dakar.com/annonce/macbook-pro-2023-14-pouces-m2-pro-16gb-ram-512-6152862","Venant","Apple","Gris sidéral","M2 Pro","16","512","910 000 F Cfa"
"1737994726-474","https://www.expat-dakar.com/ordinateurs?page=48","Dell Precision 7670 workstation intel core i9-12950HX
                                VenantDell
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        12. janv., 17:44
                                    
                    1 700 000 F Cfa
                        
                        774397758
                    
                        774397758
                    
                        787855796","https://www.expat-dakar.com/annonce/dell-precision-7670-workstation-intel-core-i9-12950hx-6253770","Venant","Dell","Gris","i9","64Go","1To","1 700 000 F Cfa"
"1737994728-475","https://www.expat-dakar.com/ordinateurs?page=48","Microsoft Surface Laptop 3 – 15""  – Ryzen 5  - 8GB - 256GB
                                D'occasionMicrosoft Surface
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        12. janv., 18:16
                                    
                    320 000 F Cfa
                        
                        779096699
                    
                        775706666","https://www.expat-dakar.com/annonce/microsoft-surface-laptop-3-15-ryzen-5-8gb-256gb-6253795","D'occasion","Microsoft Surface","NOIR","RYZEN 5","8GB","256GB","320 000 F Cfa"
"1737994731-476","https://www.expat-dakar.com/ordinateurs?page=48","Dell Precision 3551 / 10th Gen - i9-10885H
                                NeufDell
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        12. janv., 19:01
                                    
                    450 000 F Cfa
                        
                        779096699
                    
                        775706666","https://www.expat-dakar.com/annonce/dell-precision-3551-10th-gen-i9-10885h-6253825","Neuf","Dell","gris","i9","32GB","512GB","450 000 F Cfa"
"1737994736-477","https://www.expat-dakar.com/ordinateurs?page=47","HP ELITEDESK 800 G3 / 6ieme GEN
                                RéconditionnéHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 07:25
                                    
                                            Vendeur vérifié
                                        
                    100 000 F Cfa
                        
                        778254000
                    
                        777779191
                    
                        338221257","https://www.expat-dakar.com/annonce/hp-elitedesk-800-g3-6ieme-gen-6108823","Réconditionné","HP","noir et gris","cor i5","8 Go","500 Go","100 000 F Cfa"
"1737994738-478","https://www.expat-dakar.com/ordinateurs?page=47","Ordinateur de bureau
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 08:38
                                    
                        775182929
                    
                        775182929
                    
                        776067272","https://www.expat-dakar.com/annonce/ordinateur-de-bureau-6210499","Venant","HP","","","","",""
"1737994741-479","https://www.expat-dakar.com/ordinateurs?page=47","HP EliteBook x360 I7/32/512SSD
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 11:08
                                    
                    370 000 F Cfa
                        
                        775350110","https://www.expat-dakar.com/annonce/hp-elitebook-x360-i732512ssd-6254243","Neuf","HP","Gris","I7","32GO","512SSD","370 000 F Cfa"
"1737994743-480","https://www.expat-dakar.com/ordinateurs?page=47","LENOVO L14 GEN4 I7-64GO/512SSD
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 11:35
                                    
                    650 000 F Cfa
                        
                        775350110","https://www.expat-dakar.com/annonce/lenovo-l14-gen4-i7-64go512ssd-6153000","Neuf","Lenovo","NOIR","I7-13GEN","64GO","512SSD","650 000 F Cfa"
"1737994745-481","https://www.expat-dakar.com/ordinateurs?page=47","DELL GAMER G5 I7/16GO/256SSD+1TO/GTX1660TI
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 11:46
                                    
                    500 000 F Cfa
                        
                        775350110","https://www.expat-dakar.com/annonce/dell-gamer-g5-i716go256ssd1togtx1660ti-6173479","Neuf","Dell","NOIR","I7","16GO","256SSD+1TO","500 000 F Cfa"
"1737994749-482","https://www.expat-dakar.com/ordinateurs?page=47","Dell latitude 5310 i5 10th Génération
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 12:08
                                    
                    220 000 F Cfa
                        
                        774479547
                    
                        774479547","https://www.expat-dakar.com/annonce/dell-latitude-5310-i5-10th-generation-6225330","Neuf","Dell","Gris","i5","16Go","256 SSD","220 000 F Cfa"
"1737994751-483","https://www.expat-dakar.com/ordinateurs?page=47","Dell latitude 7420 2in1 i5 11th génération (yoga)
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 12:08
                                    
                    265 000 F Cfa
                        
                        774479547
                    
                        774479547","https://www.expat-dakar.com/annonce/dell-latitude-7420-2in1-i5-11th-generation-yoga-6234169","Venant","Dell","Noir matt","i5","16Go","512 SSD","265 000 F Cfa"
"1737994754-484","https://www.expat-dakar.com/ordinateurs?page=47","Hp EliteBook 840 Corei5 256ssd Ram8
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 12:17
                                    
                    150 000 F Cfa
                        
                        772469375
                    
                        338428630","https://www.expat-dakar.com/annonce/hp-elitebook-840-corei5-256ssd-ram8-6254334","Neuf","HP","Grise","Corei5","8","256Giga ssd","150 000 F Cfa"
"1737994756-485","https://www.expat-dakar.com/ordinateurs?page=47","Msi Gamer Corei7 1To ssd Ram32 Rtx 8Giga dédié
                                NeufMSI
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 12:22
                                    
                    500 000 F Cfa
                        
                        772469375
                    
                        338428630","https://www.expat-dakar.com/annonce/msi-gamer-corei7-1to-ssd-ram32-rtx-8giga-dedie-6254340","Neuf","MSI","Noire","Corei7","32Giga","1To ssd","500 000 F Cfa"
"1737994761-486","https://www.expat-dakar.com/ordinateurs?page=46","Dell Gamer G15 i7 /1To/32 Rtx 4060 8Giga dédié
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 12:47
                                    
                    850 000 F Cfa
                        
                        772469375
                    
                        338428630","https://www.expat-dakar.com/annonce/dell-gamer-g15-i7-1to32-rtx-4060-8giga-dedie-6254368","Neuf","Dell","Noire","Corei7","32","1To ssd","850 000 F Cfa"
"1737994763-487","https://www.expat-dakar.com/ordinateurs?page=46","Hp elitebook 650 G10 i7
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mardi, 00:20
                                    
                    675 000 F Cfa
                        
                        774128120
                    
                        763360597","https://www.expat-dakar.com/annonce/hp-elitebook-650-g10-i7-6254459","Venant","HP","Gris","I7","32go","1TB SSD","675 000 F Cfa"
"1737994766-488","https://www.expat-dakar.com/ordinateurs?page=46","GU603 Gamer  Asus
                                NeufASUS
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        lundi, 20:28
                                    
                    875 000 F Cfa
                        
                        771510586","https://www.expat-dakar.com/annonce/gu603-gamer-asus-6254689","Neuf","ASUS","Noir","I7 de 13th","16go DDR5","512GB","875 000 F Cfa"
"1737994769-489","https://www.expat-dakar.com/ordinateurs?page=46","MacBook Air M3 15.6 Pouces 512 SSD Ram 16Go
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 00:31
                                    
                    990 000 F Cfa
                        
                        784459510
                    
                        338421058","https://www.expat-dakar.com/annonce/macbook-air-m3-156-pouces-512-ssd-ram-16go-6254818","Neuf","Apple","Midnight","M3","16GB","512 SSD","990 000 F Cfa"
"1737994772-490","https://www.expat-dakar.com/ordinateurs?page=46","MACBOOK AIR 2015 / CORE i5
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mardi, 06:47
                                    
                                            Vendeur vérifié
                                        
                    125 000 F Cfa
                        
                        778254000
                    
                        777779191
                    
                        338221257","https://www.expat-dakar.com/annonce/macbook-air-2015-core-i5-6037702","Venant","Apple","GRIS","cor i5","4 Go","128 Go SSD","125 000 F Cfa"
"1737994774-491","https://www.expat-dakar.com/ordinateurs?page=46","IMAC SLIM 2017
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mardi, 06:47
                                    
                                            Vendeur vérifié
                                        
                    200 000 F Cfa
                        
                        778254000
                    
                        777779191
                    
                        338221257","https://www.expat-dakar.com/annonce/imac-slim-2017-6011563","Venant","Apple","GRIS","Cor i5","8 Go","500 Go","200 000 F Cfa"
"1737994777-492","https://www.expat-dakar.com/ordinateurs?page=46","MACBOOK AIR 2014 / i5
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mardi, 06:47
                                    
                                            Vendeur vérifié
                                        
                    115 000 F Cfa
                        
                        778254000
                    
                        777779191
                    
                        338221257","https://www.expat-dakar.com/annonce/macbook-air-2014-i5-6037700","Venant","Apple","GRIS","cor i5","4 Go","128 Go SSD","115 000 F Cfa"
"1737994779-493","https://www.expat-dakar.com/ordinateurs?page=46","HP PROBOOK 440 G6 / i5
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mardi, 06:48
                                    
                                            Vendeur vérifié
                                        
                    175 000 F Cfa
                        
                        778254000
                    
                        777779191
                    
                        338221257","https://www.expat-dakar.com/annonce/hp-probook-440-g6-i5-6046824","Venant","HP","GRIS","cor i5","16 Go","256 Go SSD","175 000 F Cfa"
"1737994782-494","https://www.expat-dakar.com/ordinateurs?page=46","HP Elitebook 840 G7 Co i5 10ème Gén
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mardi, 08:57
                                    
                    250 000 F Cfa
                        
                        776088787","https://www.expat-dakar.com/annonce/hp-elitebook-840-g7-co-i5-10eme-gen-6248276","Neuf","HP","Grise","i5","16","512","250 000 F Cfa"
